grp,userid,take_exam,treatments_16,gender,pretest,posttest,exam,programme,lgain,pretest_binned,SC,F_m,CB_m,V_m,MAp_m,MAv_m,PAp_m,PAv_m,Mind_m,MindDom_m
GROUP163,noname160292,1,2,0,0.09,0.64,86,BIO,0.6,1,0.64,0.67,0.53,0.67,0.61,0.42,0.67,0.72,0.1,0.07
GROUP163,noname160294,1,2,1,0.09,,68,-OTHER-,,1,,0.58,0.45,0.6,0.44,0.67,0.61,0.61,0.3,0.6
GROUP163,noname160295,1,2,0,0.09,0.73,94,ENE,0.7,1,0.48,0.59,0.73,0.64,0.5,0.59,0.75,0.73,0.18,0.54
GROUP163,noname160296,1,2,0,0.09,0.64,82,EST,0.6,1,0.66,0.71,0.53,0.84,0.67,0.79,0.67,0.59,0.55,1
GROUP163,noname160298,1,2,1,0.09,0.27,82,KON,0.2,1,0.5,0.46,0.68,0.57,0.73,0.88,0.86,0.86,-0.5,0.93
GROUP163,noname160299,0,2,0,0.09,,-1,KON,,1,,0.58,0.1,0.67,0.72,0.42,0.5,0.67,0.2,0.4
GROUP163,noname160300,1,2,0,0,0.27,52,BIO,0.27,1,0.73,0.42,0.18,0.94,0.7,0.71,0.69,0.72,0.53,0.84
GROUP163,noname160301,1,2,0,0.18,0.45,87,BIO,0.33,1,0.68,0.25,0.33,0.67,0.33,0.5,0.28,0.64,0,0
GROUP163,noname160302,1,2,0,0,0.45,78,-OTHER-,0.45,1,0.66,0.38,0.38,0.57,0.59,0.54,0.59,0.56,0.2,0.3
GROUP163,noname160303,1,2,1,0.09,0.55,78,KON,0.51,1,0.75,0.5,0.68,0.57,0.61,0.63,0.73,0.78,0.25,0.3
GROUP163,noname160304,1,2,1,0.09,0.18,54,-OTHER-,0.1,1,0.7,0.38,0.5,0.67,0.83,0.59,0.7,0.56,0.05,0.84
GROUP163,noname160305,1,2,0,0,0.36,81,KEM,0.36,1,0.66,0.59,0.75,0.7,0.78,0.67,0.67,0.56,-0.05,0.17
GROUP163,noname160306,1,2,1,0.09,0.82,91,KON,0.8,1,0.52,0.46,0.65,0.5,0.64,0.58,0.67,0.67,-0.33,0.44
GROUP163,noname160307,1,2,1,0.09,0.64,99,AUT,0.6,1,0.57,0.88,0.85,1,0.95,0.83,0.72,0.34,-0.13,0.6
GROUP163,noname160308,1,2,1,0.09,0.55,94,KON,0.51,1,0.43,0.54,0.78,0.67,0.39,0.33,0.31,0.59,0.68,0.8
GROUP163,noname160310,1,2,1,0,0.36,17,-OTHER-,0.36,1,0.75,0,0,0,0,0.09,0.09,0.11,0.23,-0.47
GROUP163,noname160311,0,2,1,0.09,,-1,KON,,1,,0.33,0.15,0.67,0.61,0.58,0.22,0.22,0.65,0.6
GROUP163,noname160312,1,2,1,0,0.09,13,-OTHER-,0.09,1,0.59,0.25,0.3,0.27,0.31,0.29,0.28,0.25,0,0.07
GROUP163,noname160313,1,2,1,0.18,,54,KEM,,1,,0.58,0.6,0.6,1,1,1,1,1,1
GROUP163,noname160314,1,2,1,0.18,1,99,KON,1,1,0.48,0.75,0.58,0.8,0.84,0.84,0.64,0.73,0.33,0.44
GROUP163,noname160316,1,2,1,0.18,0.82,77,-OTHER-,0.78,1,0.55,0.63,0.58,0.9,0.73,0.25,0.72,0.56,0.35,0.54
GROUP163,noname160318,1,2,1,0.09,0.64,80,-OTHER-,0.6,1,0.43,0.54,0.55,0.7,0.7,0.63,0.59,0.56,0.28,0.14
GROUP163,noname160319,1,2,1,0.09,0.73,84,EST,0.7,1,0.59,0.42,0.55,0.6,0.53,0.71,0.31,0.47,0.8,0.8
GROUP163,noname160320,1,2,1,0,0.73,89,ENE,0.73,1,0.5,0.58,0.53,0.67,0.73,0.75,0.75,0.73,0.8,0.8
GROUP163,noname160321,1,2,1,0.18,0.73,87,KON,0.67,1,,0.5,0.5,0.6,0.78,0.75,0.72,0.72,0.3,0.67
GROUP163,noname160322,1,2,1,0.09,0.18,14,KON,0.1,1,0.75,0.13,0.38,0.33,0.33,0.5,0.36,0.64,0.03,0.2
GROUP163,noname160324,1,2,1,0.09,0.27,58,ENE,0.2,1,0.75,0.54,0.58,0.67,0.75,0.55,0.75,0.89,-0.35,0.54
GROUP163,noname160327,1,2,0,0.09,0.91,97,AVOIN,0.9,1,0.68,0.83,0.68,0.74,0.73,0.67,0.62,0.64,0.3,0.57
GROUP163,noname160328,1,2,1,0.18,0.73,88,-OTHER-,0.67,1,0.59,0.67,0.5,0.6,0.62,0.63,0.64,0.62,-0.08,0.04
GROUP163,noname160329,1,2,1,0.18,1,90,-OTHER-,1,1,0.61,0.58,0.7,0.64,0.7,0.63,0.56,0.56,0.28,0.43
GROUP163,noname160330,1,2,0,0.18,,81,BIO,,1,,0.58,0.5,0.47,0.78,0.75,0.56,0,0.15,0.6
GROUP163,noname160331,1,2,0,0,0.82,98,KEM,0.82,1,0.75,0.63,0.45,0.7,0.75,0.75,0.67,0.73,0.4,0.64
GROUP163,noname160332,1,2,0,0.18,0.45,86,-OTHER-,0.33,1,0.64,0.79,0.38,0.7,0.97,0.79,0.36,0.31,-0.4,0.57
GROUP163,noname160334,1,2,1,0.18,,76,BIO,,1,,0.58,0.45,1,0.56,0.5,0.67,0.5,0.1,0.14
GROUP163,noname160335,1,2,0,0,0.91,85,ENE,0.91,1,0.66,0.58,0.45,0.57,0.67,0.71,0.53,0.62,0.1,0.53
GROUP163,noname160336,0,2,0,0.09,,-1,-OTHER-,,1,,0.58,0.5,0.67,1,0.5,0,0.06,-0.3,-0.13
GROUP163,noname160338,0,2,1,0.18,,-1,AVOIN,,1,,0.75,0.65,0.67,0.83,0.33,0.28,0.33,0.15,0.53
GROUP163,noname160339,0,2,1,0.09,,-1,KEM,,1,,0.67,0.25,0.67,0.17,0.17,0.17,0.17,0,0
GROUP163,noname160340,1,2,1,0.18,0.64,77,MTE,0.56,1,0.32,0.63,0.65,0.9,0.36,0.25,0.25,0.25,0.03,0.8
GROUP163,noname160341,1,2,1,0,0.27,63,KON,0.27,1,0.64,0.63,0.58,0.94,0.7,0.71,0.7,0.67,0.18,0.1
GROUP163,noname160342,1,2,1,0.18,0.82,66,-OTHER-,0.78,1,0.66,0.38,0.45,0.64,0.58,0.5,0.44,0.7,0.03,0.3
GROUP163,noname160344,1,2,1,0.18,0.73,94,KON,0.67,1,0.57,0.46,0.2,0.64,0.39,0.54,0.53,0.59,0.23,0.23
GROUP163,noname160345,1,2,1,0,0.91,66,KON,0.91,1,0.59,0.5,0.5,0.54,0.56,0.71,0.67,0.67,0.18,0.44
GROUP163,noname160346,1,2,1,0,0.55,62,KON,0.55,1,0.45,0.58,0.38,0.6,0.67,0.34,0.73,0.28,0.1,0.1
GROUP163,noname160348,0,2,1,0,,-1,TLT,,1,,0.33,0.55,0.6,0.5,0.25,0.5,0.78,0.8,0.8
GROUP163,noname160350,1,2,1,0.09,0.82,95,KON,0.8,1,0.59,0.5,0.73,0.74,0.72,0.75,0.72,0.78,0.5,0.83
GROUP163,noname160351,1,2,1,0,0.55,52,KON,0.55,1,0.77,0.63,0.55,0.64,0.78,0.88,0.89,0.92,-0.18,0.47
GROUP163,noname160352,1,2,1,0,1,90,KON,1,1,0.48,0.67,0.65,0.67,0.75,0.88,0.75,0.75,0.35,0.61
GROUP163,noname160353,1,2,1,0,0.18,45,-OTHER-,0.18,1,0.5,0.55,0.38,0.7,0.5,0.5,0.56,0.5,0.05,0
GROUP163,noname160354,1,2,0,0.09,0.64,83,-OTHER-,0.6,1,0.45,0.58,0.63,0.64,0.73,0.79,0.62,0.64,0.28,0.47
GROUP163,noname160355,1,2,1,0.09,0.55,44,ENE,0.51,1,0.5,0.42,0.3,0.64,0.56,0.5,0.56,0.67,0.58,0.73
GROUP163,noname160356,1,2,,0.09,0.18,55,KON,0.1,1,0.68,0.67,0.6,0.67,0.56,0.33,0.56,0.56,0.05,0.2
GROUP163,noname160357,1,2,1,0.18,,78,-OTHER-,,1,,0.5,0.2,0.67,0.67,0.17,0.61,0.17,0,0
GROUP163,noname160358,1,2,0,0.18,0.82,85,KON,0.78,1,0.73,0.88,0.88,1,0.86,0.75,0.17,0.17,1,1
GROUP163,noname160359,0,2,,0,,-1,TIK,,1,,,,,,,,,,
GROUP163,noname160360,1,2,1,0.09,0.82,97,KON,0.8,1,0.66,0.5,0.78,0.64,0.73,0.79,0.67,0.67,0.03,0.3
GROUP163,noname160361,0,2,1,0.09,,-1,KTA,,1,,0.92,0.8,0.73,0.72,0.67,0.67,0.67,0.7,0.93
GROUP163,noname160362,1,2,0,0.18,0.27,47,EST,0.11,1,0.68,0.67,0.55,0.77,0.81,0.88,0.56,0.86,-0.3,0.44
GROUP163,noname160369,0,2,,0.09,,-1,KON,,1,,,,,,,,,,
GROUP163,noname160370,0,2,,0.18,,-1,-OTHER-,,1,,,,,,,,,,
GROUP164,noname160378,1,2,1,0.18,,50,-OTHER-,,1,,0.75,0.45,0.87,0.78,0.67,0.17,0.17,-0.6,0.8
GROUP164,noname160381,1,2,1,0,0.64,56,-OTHER-,0.64,1,0.45,0.33,0.4,0.47,0.64,0.21,0.42,0.53,0.53,0.4
GROUP164,noname160383,1,2,1,0.18,,36,KON,,1,,0.42,0.45,0.67,0.44,0.33,0.44,0.67,0.3,0.6
GROUP164,noname160385,1,2,1,0.09,0.91,85,-OTHER-,0.9,1,0.57,0.46,0.7,0.63,0.5,0.75,0.53,0.7,0.18,0.37
GROUP164,noname160386,1,2,0,0,0.64,49,-OTHER-,0.64,1,0.59,0.46,0.3,0.67,0.75,0.46,0.59,0.84,-0.13,0.14
GROUP164,noname160387,1,2,1,0,0.91,99,BIO,0.91,1,0.57,0.58,0.73,0.83,0.86,0.75,0.64,0.72,-0.03,0.8
GROUP164,noname160391,0,2,0,0.09,,-1,BIO,,1,,0.5,0.05,0.67,0.5,0.67,0.17,0.33,0.65,0.6
GROUP164,noname160393,1,2,1,0.18,0.82,89,-OTHER-,0.78,1,0.61,0.67,0.4,0.74,0.53,0.54,0.62,0.53,-0.05,0.57
GROUP164,noname160395,1,2,0,0.09,0.45,87,ENE,0.4,1,0.57,0.59,0.35,0.53,0.64,0.25,0.31,0.25,0.03,-0.03
GROUP164,noname160396,0,2,1,0.09,,-1,BIO,,1,,0.83,0.55,0.93,0.94,0.92,0.22,0.06,0.25,1
GROUP164,noname160399,1,2,0,0.18,0.36,80,-OTHER-,0.22,1,0.66,0.54,0.35,0.8,0.89,0.88,0.72,0.64,-0.18,0.47
GROUP164,noname160400,1,2,1,0.09,0.55,88,-OTHER-,0.51,1,0.64,0.5,0.7,0.57,0.61,0.63,0.67,0.67,0.5,0.5
GROUP164,noname160401,0,2,0,0.09,,-1,-OTHER-,,1,,0.67,0.75,0.93,1,1,1,1,-0.4,0.46
GROUP164,noname160402,1,2,1,0.09,0.82,95,BIO,0.8,1,0.66,0.92,0.63,0.97,0.97,0.88,0.84,0.75,0.78,0.84
GROUP164,noname160403,1,2,1,0.09,0.64,92,-OTHER-,0.6,1,0.57,0.71,0.65,0.8,0.97,0.8,0.81,0.72,0.18,0.8
GROUP164,noname160404,0,2,1,0.09,,-1,EST,,1,,0.58,0.5,0.6,0.72,0.67,0,0,0,0.6
GROUP164,noname160405,1,2,1,0.09,0.64,80,-OTHER-,0.6,1,0.59,0.54,0.48,0.64,0.78,0.59,0.75,0.7,0.48,0.37
GROUP164,noname160406,1,2,0,0.18,0.55,80,-OTHER-,0.45,1,0.66,0.5,0.8,0.57,0.86,0.58,0.83,0.75,0.43,0.54
GROUP164,noname160407,1,2,1,0,0.82,94,KON,0.82,1,0.75,0.59,0.48,0.6,0.62,0.54,0.67,0.61,0.28,0.31
GROUP164,noname160410,1,2,1,0.09,0.55,54,EST,0.51,1,0.75,0.58,0.53,0.64,0.75,0.83,0.75,0.75,0.25,0.4
GROUP164,noname160411,1,2,0,0.18,0.73,86,-OTHER-,0.67,1,0.18,0.75,0.83,0.67,0.94,0.42,0,0,1,1
GROUP164,noname160413,1,2,0,0.09,0.91,93,KON,0.9,1,0.64,0.5,0.68,0.67,0.67,0.63,0.62,0.7,0.45,0.57
GROUP164,noname160414,1,2,1,0.09,0.91,82,EST,0.9,1,0.41,1,0.8,0.97,1,0.96,0.95,0.95,0.2,0.97
GROUP164,noname160416,1,2,1,0.09,,47,EST,,1,,0.5,0.1,0.67,0.61,0.67,0.56,0.72,0.5,0.46
GROUP164,noname160417,1,2,1,0.09,,50,AUT,,1,,0.75,0.5,0.67,0.56,0.25,0,0,0.4,0.8
GROUP164,noname160418,0,2,0,0.09,,-1,-OTHER-,,1,,0.58,0.7,0.6,0.61,0.75,0.17,0.17,0.2,0.2
GROUP164,noname160419,1,2,0,0.09,0.45,96,ENE,0.4,1,0.59,0.38,0.33,0.53,0.67,0.5,0.53,0.47,0.15,0.4
GROUP164,noname160420,1,2,1,0.18,0.64,75,-OTHER-,0.56,1,0.68,0.88,0.85,1,1,1,0.73,0.39,0.3,0.6
GROUP164,noname160421,1,2,0,0.09,0.45,68,ENE,0.4,1,0.32,0.33,0.3,0.57,0.33,0.5,0.2,0.23,0.35,0.3
GROUP164,noname160422,1,2,0,0.09,0.82,96,-OTHER-,0.8,1,0.48,0.54,0.8,0.6,0.78,0.67,0.73,0.67,0.38,0.77
GROUP164,noname160423,1,2,1,0.18,0.73,94,AUT,0.67,1,0.48,0.8,0.55,0.67,0.84,0.17,0.42,0.25,0.15,0.37
GROUP164,noname160425,1,2,0,0,0.91,73,ENE,0.91,1,0.73,0.63,0.53,0.67,0.64,0.75,0.64,0.67,-0.08,0.04
GROUP164,noname160426,1,2,0,0,0.55,87,BIO,0.55,1,0.68,0.46,0.43,0.6,0.64,0.71,0.61,0.7,-0.15,0.37
GROUP164,noname160427,1,2,1,0.09,0.73,91,ENE,0.7,1,0.64,0.42,0.28,0.54,0.53,0.71,0.22,0.5,0.33,0.4
GROUP164,noname160430,1,2,1,0.18,0.82,84,AUT,0.78,1,0.61,0.63,0.6,0.77,0.75,0.63,0.62,0.67,0.48,0.54
GROUP164,noname160432,1,2,1,0.09,0.27,74,ENE,0.2,1,0.55,0.04,0.33,0.74,0.25,0.46,0.23,0.31,-0.5,0.37
GROUP164,noname160434,1,2,1,0.09,0.55,89,-OTHER-,0.51,1,0.64,0.5,0.4,0.74,0.64,0.83,0.83,0.81,0.35,0.6
GROUP164,noname160436,1,2,1,0,0.64,80,-OTHER-,0.64,1,0.59,0.46,0.33,0.6,0.7,0.54,0.61,0.59,0.25,0.43
GROUP164,noname160437,1,2,1,0,0.27,60,-OTHER-,0.27,1,0.45,0.5,0.35,0.5,0.5,0.5,0.45,0.5,0,0.1
GROUP164,noname160440,1,2,1,0.09,0.36,58,HSE,0.3,1,0.77,0.63,0.5,0.93,0.62,0.55,0.45,0.42,0.18,0.57
GROUP164,noname160442,1,2,0,0,0.55,69,-OTHER-,0.55,1,0.57,0.46,0.75,0.64,0.58,0,0.34,0.12,0.05,0.04
GROUP164,noname160443,0,2,0,0.09,,-1,BIO,,1,,0.33,0.3,0.67,0.67,0.33,0.83,0.83,0.55,0.53
GROUP164,noname160444,1,2,1,0.18,0.91,94,KON,0.89,1,0.66,0.59,0.4,0.64,0.75,0.75,0.72,0.73,0.25,0.34
GROUP164,noname160445,1,2,1,0.09,,64,-OTHER-,,1,,0.83,0.7,0.93,0.89,1,0.44,0.67,1,1
GROUP164,noname160449,1,2,1,0.09,1,89,ENE,1,1,0.73,0.46,0.55,0.7,0.78,0.54,0.64,0.73,0.78,0.3
GROUP164,noname160453,1,2,1,0.09,0.64,62,-OTHER-,0.6,1,0.57,0.58,0.58,0.57,0.81,0.79,0.75,0.75,-0.8,0.74
GROUP164,noname160455,1,2,0,0.09,,58,ENE,,1,,0.5,0.55,0.67,0.89,0.92,0.39,0.61,0.5,0.6
GROUP164,noname160457,0,2,1,0.09,,-1,AUT,,1,,0.33,0.35,0.6,0.72,0.67,0.5,0.56,0.3,0.46
GROUP164,noname160458,1,2,1,0.18,0.64,91,BIO,0.56,1,0.55,0.58,0.58,0.6,0.92,0.75,0.83,0.81,0,0.67
GROUP164,noname160459,1,2,1,0.09,1,64,-OTHER-,1,1,0.57,0.38,0.45,0.5,0.59,0.71,0.45,0.56,0.23,0.27
GROUP164,noname160461,1,2,1,0,0.55,86,KON,0.55,1,0.8,0.67,0.78,0.84,0.72,0.55,0.31,0.25,0.2,0.4
GROUP164,noname160462,1,2,0,0.09,0.64,77,KON,0.6,1,0.73,0.63,0.65,0.67,0.75,0.75,0.56,0.61,0.93,0.5
GROUP164,noname160467,1,2,1,0.18,0.73,80,KON,0.67,1,0.36,0.63,0.7,0.87,0.7,0.79,0.67,0.83,0.43,0.64
GROUP164,noname160468,1,2,1,0,0.18,47,EST,0.18,1,0.64,0.54,0.53,0.5,0.56,0.67,0.5,0.5,-0.08,0.07
GROUP164,noname160469,0,2,1,0,,-1,-OTHER-,,1,,0.58,0.45,0.8,0.83,0.75,0.72,0.78,0.2,0.67
GROUP164,noname160470,1,2,0,0.09,,39,ENE,,1,,0.58,0.5,0.6,0.56,0.83,0.67,0.72,0.3,-0.07
GROUP164,noname160471,1,2,0,0.09,0.36,54,KON,0.3,1,0.68,0.42,0.28,0.6,0.62,0.79,0.42,0.62,0.28,0.21
GROUP164,noname160472,1,2,0,0.09,,17,-OTHER-,,1,,0.42,0.3,0.6,0.5,0.67,0.17,0,0.1,0.14
GROUP164,noname160473,1,2,1,0.18,,78,KON,,1,,0.5,0.35,0.6,0.5,0.33,0.56,0.61,0,0.46
GROUP164,noname160474,1,2,1,0,0.36,34,EST,0.36,1,0.5,0.38,0.3,0.6,0.45,0.5,0.5,0.5,0.4,0.74
GROUP164,noname160475,1,2,1,0.18,0.73,88,-OTHER-,0.67,1,0.55,0.5,0.7,0.77,0.75,0.83,0.78,0.78,-0.1,0.3
GROUP164,noname160476,1,2,0,0.09,,74,KON,,1,,0.42,0.3,0.6,0.5,0.5,0.33,0.33,0.05,0.4
GROUP164,noname160481,1,2,1,0,0.91,48,-OTHER-,0.91,1,0.43,0.38,0.3,0.54,0.67,0.63,0.67,0.61,0.25,0.27
GROUP164,noname160482,1,2,1,0,0.09,34,-OTHER-,0.09,1,0.45,0.33,0.33,0.4,0.36,0.38,0.36,0.42,-0.05,-0.03
GROUP164,noname160485,0,2,0,0.09,,-1,HSE,,1,,0.58,0.45,0.8,0.56,0.67,0,0,0.2,0.6
GROUP164,noname160486,0,2,1,0,,-1,-OTHER-,,1,,0.58,0.7,0.67,0.89,0.67,0.83,0.44,-0.05,-0.2
GROUP164,noname160487,1,2,1,0,0.82,82,BTT,0.82,1,0.36,0.63,0.38,0.74,0.78,0.54,0.5,0.56,0.53,0.6
GROUP164,noname160488,0,2,1,0,,-1,-OTHER-,,1,,0.5,0.4,0.53,0.67,0.5,0.67,0.56,0.55,0.2
GROUP164,noname160490,0,2,1,0.09,,-1,BTT,,1,,0.67,0.65,0.8,0.83,1,1,0.17,1,1
GROUP165,noname160505,1,3,1,0,0.91,86,-OTHER-,0.91,1,0.55,0.63,0.58,0.87,0.59,0.38,0.67,0.59,-0.23,0.34
GROUP165,noname160514,1,3,0,0.18,0.82,90,AUT,0.78,1,0.55,0.75,0.6,0.74,0.86,0.83,0.44,0.39,0.63,0.6
GROUP165,noname160515,0,3,1,0.09,,-1,-OTHER-,,1,,0.75,0.6,1,0.94,0.92,0.83,0.94,0.65,0.8
GROUP165,noname160519,1,3,0,0,0.55,74,-OTHER-,0.55,1,0.61,0.29,0.5,0.53,0.56,0.67,0.58,0.64,0.2,0.4
GROUP165,noname160524,0,3,1,0.18,,-1,-OTHER-,,1,,0.08,0.25,0.53,0.56,0.58,0.72,0.67,0.2,0.47
GROUP165,noname160526,1,3,1,0.09,0,37,EST,0,1,0.59,0.84,0.7,0.97,0.84,0.88,0.81,0.67,0.35,0.37
GROUP165,noname160533,0,3,1,0.18,,-1,BIO,,1,,0.5,0.45,0.93,0.61,0.33,0.17,0,0.55,0.8
GROUP165,noname160545,1,3,1,0.09,0.73,78,KON,0.7,1,0.59,0.79,0.55,0.9,0.83,0.29,0.28,0.36,0.23,0.97
GROUP165,noname160552,1,3,1,0,,92,EST,,1,,0.67,0.65,1,0.67,0.83,0.67,0,0.6,0.6
GROUP165,noname160555,1,3,1,0,1,98,KEM,1,1,0.7,0.5,0.48,0.67,0.56,0.67,0.75,0.7,0.25,0.5
GROUP165,noname160558,1,3,1,0,0.64,94,KON,0.64,1,0.59,0.42,0.45,0.5,0.53,0.34,0.39,0.45,0.38,0.4
GROUP165,noname160563,0,3,1,0,,-1,-OTHER-,,1,,0.08,0.3,0.47,0.39,0.5,0.44,0.39,0,0
GROUP165,noname160564,0,3,1,0.09,,-1,AUT,,1,,0.42,0.6,0.73,0.5,0.33,0.28,0.67,0.1,0.47
GROUP165,noname160567,0,3,1,0,,-1,-OTHER-,,1,,0.33,0.3,0.53,0.44,0.42,0.56,0.56,0,0.2
GROUP165,noname160568,1,3,1,0.18,0.27,54,-OTHER-,0.11,1,0.23,0.33,0.23,0.2,0.12,0.25,0.09,0.09,0.5,0.5
GROUP165,noname160570,1,3,1,0.09,0.91,88,KON,0.9,1,0.45,0.63,0.63,0.87,0.83,0.63,0.31,0.23,0.25,0.74
GROUP165,noname160571,1,3,1,0.18,,77,-OTHER-,,1,,0.67,0.5,0.8,0.78,0.58,0.28,0.17,0.45,0.54
GROUP165,noname160577,1,3,1,0.09,,50,-OTHER-,,1,,0.67,0,0.6,0.72,0.75,0.56,0.44,0.15,0.06
GROUP165,noname160579,0,3,1,0,,-1,MTE,,1,,0.67,0.6,0.73,0.39,0.5,0.72,0.5,0.8,0.93
GROUP165,noname160580,1,3,1,0.09,0.55,43,-OTHER-,0.51,1,0.61,0.25,0.23,0.57,0.23,0.29,0.25,0.17,0.7,0.84
GROUP165,noname160582,1,3,1,0.18,0.36,91,BIO,0.22,1,0.5,0.63,0.53,0.84,0.61,0.59,0.47,0.45,0.05,-0.1
GROUP165,noname160585,1,3,1,0.18,0.27,61,ENE,0.11,1,,0.5,0.55,0.47,0.61,0.67,0.33,0.33,-0.3,0.4
GROUP165,noname160586,1,3,1,0.09,0.55,67,KEM,0.51,1,0.5,0.79,0.63,0.9,0.7,0.75,0.5,0.42,0.45,0.77
GROUP165,noname160595,1,3,1,0.09,,74,KEM,,1,,0.33,0.05,0.53,0.56,0.5,0.56,0.56,0,0
GROUP165,noname160596,0,3,1,0.09,,-1,KON,,1,,0.58,0.65,1,0.67,0.67,0.67,0.67,0.3,0
GROUP165,noname160599,0,3,1,0.09,,-1,KON,,1,,0.42,0.3,0.93,0.67,0,0.22,0.22,1,0.67
GROUP165,noname160602,1,3,1,0.09,,80,-OTHER-,,1,,0.58,0.55,0.67,0.56,0.5,0.28,0.17,-0.25,0.74
GROUP165,noname160607,0,3,1,0.09,,-1,EST,,1,,0.5,0.4,0.73,0.67,0.5,0.5,0.5,0.4,-0.2
GROUP165,noname160609,0,3,0,0,,-1,AVOIN,,1,,0.5,0.5,0.6,0.61,0.67,0.44,0.61,-0.2,0.87
GROUP165,noname160611,1,3,,0.18,,67,-OTHER-,,1,,,,,,,,,,
GROUP165,noname160612,0,3,,0.09,,-1,BIO,,1,,,,,,,,,,
GROUP165,noname160613,1,3,1,0.09,0.73,95,KON,0.7,1,0.73,0.34,0.65,0.54,0.62,0.67,0.67,0.75,-0.2,0.37
GROUP165,noname160617,0,3,1,0,,-1,INF,,1,,0.67,0.1,1,0.72,0.58,0.72,0.61,0.2,0.8
GROUP166,noname160637,1,3,1,0.09,0.82,90,AUT,0.8,1,0.64,0.79,0.55,0.97,0.81,0.29,0.2,0.2,1,1
GROUP166,noname160639,1,3,1,0.18,0.73,75,-OTHER-,0.67,1,0.57,0.42,0.28,0.6,0.31,0.34,0.34,0.31,0.18,0.27
GROUP166,noname160641,1,3,0,0.09,1,86,EST,1,1,0.57,0.88,0.58,0.77,0.89,0.88,0.83,0.81,0.43,0.9
GROUP166,noname160643,1,3,0,0,1,79,-OTHER-,1,1,0.59,0.34,0.13,0.54,0.39,0.67,0.45,0.7,0.25,0.14
GROUP166,noname160648,1,3,0,0.09,0.55,64,-OTHER-,0.51,1,0.59,0.46,0.35,0.9,0.75,0.71,0.59,0.62,0.53,0.83
GROUP166,noname160655,1,3,1,0.09,0.64,89,AUT,0.6,1,0.7,0.58,0.68,0.84,0.67,0.54,0.78,0.73,-0.53,0.04
GROUP166,noname160657,1,3,0,0.09,0.45,83,ENE,0.4,1,0.57,0.63,0.8,0.7,0.61,0.58,0.61,0.67,0,-0.07
GROUP166,noname160660,1,3,0,0.09,0.45,88,-OTHER-,0.4,1,0.66,0.5,0.7,0.7,0.7,0.84,0.64,0.61,0.45,0.67
GROUP166,noname160663,0,3,1,0,0.27,-1,KON,0.27,1,0.55,0.46,0.4,0.37,0.53,0.5,0.53,0.53,0.1,0.03
GROUP166,noname160664,1,3,1,0.09,1,88,AUT,1,1,0.55,0.79,0.65,0.87,0.92,0.42,0.64,0.61,-0.03,0.97
GROUP166,noname160667,1,3,1,0.18,0.64,90,AUT,0.56,1,0.7,0.88,0.7,0.9,0.83,0.84,0.64,0.64,0.38,0.74
GROUP166,noname160668,1,3,1,0.18,,63,-OTHER-,,1,,0.5,0.5,0.53,0.83,0.75,0.72,0.72,0.7,0.86
GROUP166,noname160670,0,3,1,0.18,,-1,-OTHER-,,1,,0.42,0.5,0.53,0.72,0.67,0.67,0.67,0,0
GROUP166,noname160671,1,3,1,0.09,0.27,59,KON,0.2,1,0.64,0.46,0.53,0.6,0.72,0.5,0.64,0.36,0.25,0.4
GROUP166,noname160677,1,3,0,0.18,0.82,88,-OTHER-,0.78,1,0.45,0.63,0.8,0.9,0.92,0.79,0.36,0.36,0.35,0.53
GROUP166,noname160680,0,3,1,0.18,,-1,-OTHER-,,1,,0.42,0.4,0.6,0.67,0.67,0.39,0.33,-0.05,-0.13
GROUP166,noname160681,0,3,1,0.09,,-1,-OTHER-,,1,,0.5,0.35,0.67,0.67,0.58,0.56,0.78,-0.35,0.47
GROUP166,noname160682,1,3,0,0.09,0.64,65,-OTHER-,0.6,1,0.55,0.54,0.25,0.84,0.53,0.5,0.72,0.89,0.15,0.27
GROUP166,noname160683,1,3,1,0.09,0.09,37,KON,0,1,0.55,0.46,0.23,0.64,0.53,0.54,0.5,0.59,-0.18,0.17
GROUP166,noname160692,1,3,,0.09,,86,-OTHER-,,1,,,,,,,,,,
GROUP166,noname160694,1,3,1,0,0.82,75,EST,0.82,1,0.52,0.67,0.45,0.7,0.64,0.71,0.59,0.56,0.48,0.77
GROUP166,noname160700,0,3,0,0.09,,-1,BTT,,1,,0.33,0.45,0.8,0.44,0.67,0.33,0.33,0.15,0.33
GROUP166,noname160701,1,3,1,0.18,0.55,75,KON,0.45,1,0.66,0.55,0.63,0.67,0.61,0.3,0.59,0.59,0.2,0.13
GROUP166,noname160712,1,3,0,0.09,0.45,38,-OTHER-,0.4,1,0.57,0.46,0.5,0.77,0.61,0.54,0.28,0.28,0.15,0.27
GROUP166,noname160716,0,3,1,0,,-1,KON,,1,,0.5,0.45,0.93,0.67,0.75,0.78,0.78,0.15,-0.2
GROUP166,noname160717,0,3,,0.18,,-1,-OTHER-,,1,,,,,,,,,,
GROUP166,noname160718,1,3,1,0,0.82,83,KEM,0.82,1,0.57,0.54,0.43,0.6,0.75,0.83,0.86,0.86,0.53,0.54
GROUP166,noname160720,1,3,1,0.18,0.55,59,ENE,0.45,1,0.61,0.58,0.65,0.64,0.61,0.67,0.59,0.62,0.05,0.6
GROUP166,noname160724,1,3,1,0.09,0.64,68,-OTHER-,0.6,1,0.39,0.21,0.48,0.7,0.48,0.42,0.62,0.67,0.58,0.9
