grp,userid,take_exam,treatments_16,gender,pretest,posttest,exam,programme,lgain,pretest_binned,SC,F_m,CB_m,V_m,MAp_m,MAv_m,PAp_m,PAv_m,Mind_m,MindDom_m
GROUP166,noname160728,0,3,0,0.09,,-1,-OTHER-,,1,,0.58,0,0.67,0.72,0.5,0.44,0.22,0.4,1
GROUP166,noname160730,0,3,1,0,,-1,KON,,1,,0.58,0.2,0.67,0.67,0.67,0.61,0.5,0.25,0.6
GROUP166,noname160731,1,3,1,0.09,0.45,44,KON,0.4,1,0.45,0.42,0.53,0.74,0.56,0.5,0.56,0.39,0.2,0.7
GROUP166,noname160733,1,3,1,0.09,,63,AUT,,1,,0.83,0.55,1,0.94,0.58,0.61,0.61,0.75,0.67
GROUP166,noname160735,1,3,1,0,0.27,53,KTA,0.27,1,0.41,0.38,0.38,0.47,0.42,0.42,0.42,0.42,0.08,0.04
GROUP166,noname160736,0,3,1,0.18,,-1,-OTHER-,,1,,0.5,0.65,0.53,0.61,0.5,0.56,0.39,0.6,0.73
GROUP166,noname160740,0,3,1,0.09,,-1,KEM,,1,,0.75,0.55,0.67,0.67,0.5,0.67,0.61,-0.2,0
GROUP165,noname160510,1,3,1,0.09,0.55,73,-OTHER-,0.51,1,0.68,0.38,0.3,0.57,0.33,0.46,0.48,0.59,0.3,0.47
GROUP165,noname160511,1,3,1,0.18,1,98,ENE,1,1,0.7,0.92,0.85,0.73,0.97,0.83,0.5,0.5,0.2,0.6
GROUP165,noname160513,1,3,0,0.09,0.36,64,-OTHER-,0.3,1,0.52,0.67,0.25,0.57,0.64,0.63,0.58,0.56,0.3,0.44
GROUP165,noname160517,1,3,1,0.09,0.36,75,ENE,0.3,1,0.48,0.38,0.63,0.73,0.5,0.3,0.47,0.28,0.25,0.87
GROUP165,noname160518,1,3,1,0.09,0.73,95,AUT,0.7,1,0.43,0.83,0.78,0.74,0.75,0.83,0.7,0.7,0.3,0.9
GROUP165,noname160520,1,3,1,0.09,1,90,AUT,1,1,,0.67,0.5,0.6,0.72,0.83,0.56,0.67,-0.15,0.13
GROUP165,noname160521,1,3,0,0.09,0.91,86,-OTHER-,0.9,1,0.52,0.75,0.43,0.8,0.78,0.67,0.62,0.64,-0.05,0.4
GROUP165,noname160523,1,3,1,0.09,0.82,96,KON,0.8,1,0.57,0.59,0.53,0.67,0.67,0.71,0.73,0.75,0.3,0.37
GROUP165,noname160530,1,3,1,0,0.55,89,-OTHER-,0.55,1,0.64,0.58,0.8,0.7,0.59,0.63,0.72,0.7,0.05,0.24
GROUP165,noname160534,1,3,1,0.09,0.73,82,BTT,0.7,1,0.7,0.54,0.68,0.67,0.47,0.42,0.39,0.42,0.68,1
GROUP165,noname160536,1,3,1,0.18,0.64,87,ENE,0.56,1,0.7,0.54,0.55,0.74,0.83,0.83,0.92,0.92,-0.05,0.47
GROUP165,noname160537,0,3,1,0,0.64,-1,AUT,0.64,1,0.39,0.79,0.73,1,0.78,0.75,0.31,0.45,0.3,1
GROUP165,noname160538,1,3,1,0.09,0.91,96,-OTHER-,0.9,1,0.52,0.63,0.38,0.54,0.81,0.55,0.5,0.47,0.5,0.47
GROUP165,noname160542,1,3,1,0.09,0.82,94,ENE,0.8,1,0.59,0.63,0.58,0.7,0.72,0.88,0.7,0.83,0.18,0.5
GROUP165,noname160543,1,3,1,0,0.45,70,ENE,0.45,1,0.36,0.46,0.25,0.43,0.64,0.63,0.59,0.59,-0.03,0.3
GROUP165,noname160548,1,3,0,0.09,0.73,80,KON,0.7,1,0.61,0.5,0.5,0.67,0.56,0.5,0.48,0.45,0.33,0.17
GROUP165,noname160549,1,3,0,0.18,0.91,93,BIO,0.89,1,0.84,0.71,0.48,0.83,0.89,0.92,0.86,0.92,0.35,0.74
GROUP165,noname160551,1,3,1,0.09,,59,EST,,1,,0.67,0.5,0.67,0.83,0.67,0.5,0.5,0.65,0.6
GROUP165,noname160553,1,3,0,0.09,0.45,84,ENE,0.4,1,0.66,0.21,0.5,0.47,0.39,0.42,0.62,0.67,0.2,0.2
GROUP165,noname160554,1,3,1,0.18,0.45,93,EST,0.33,1,0.5,0.67,0.5,0.64,0.56,0.59,0.36,0.28,0.15,0.27
GROUP165,noname160562,1,3,1,0,0.36,82,KON,0.36,1,0.75,0.63,0.58,0.7,0.7,0.46,0.75,0.67,0.9,0.77
GROUP165,noname160565,1,3,1,0.09,0.55,91,KON,0.51,1,0.52,0.59,0.63,0.7,0.73,0.58,0.67,0.72,0.43,0.44
GROUP165,noname160569,1,3,1,0.18,0.91,85,BIO,0.89,1,0.52,0.63,0.65,0.67,0.61,0.59,0.61,0.59,0.4,0.4
GROUP165,noname160572,1,3,1,0.18,0.82,92,-OTHER-,0.78,1,0.73,0.67,0.55,0.74,0.86,0.92,0.84,0.89,0.45,0.47
GROUP165,noname160574,1,3,1,0.09,0.73,83,-OTHER-,0.7,1,0.52,0.58,0.65,0.6,0.56,0.59,0.7,0.72,0.43,0.8
GROUP165,noname160576,1,3,0,0,0.73,64,KON,0.73,1,0.66,0.42,0.6,0.57,0.89,0.25,0.67,0.64,0.05,0.6
GROUP165,noname160578,1,3,1,0.09,0.55,63,-OTHER-,0.51,1,0.68,0.58,0.33,0.53,0.67,0.34,0.75,0.75,-0.2,0.33
GROUP165,noname160584,1,3,1,0.18,0.73,89,-OTHER-,0.67,1,0.55,0.67,0.58,0.67,0.78,0.71,0.61,0.59,0.1,0.37
GROUP165,noname160587,1,3,1,0.18,0.82,98,-OTHER-,0.78,1,0.73,0.79,0.63,0.9,0.59,0.67,0.64,0.72,0.53,0.84
GROUP165,noname160590,1,3,1,0.09,0.91,86,-OTHER-,0.9,1,0.68,0.5,0.6,0.67,0.75,0.75,0.56,0.67,0.48,0.57
GROUP165,noname160592,1,3,0,0.09,0.73,85,KON,0.7,1,0.75,0.59,0.58,0.64,0.78,0.25,0.67,0.81,0.63,0.77
GROUP165,noname160597,1,3,0,0.09,0.73,60,-OTHER-,0.7,1,0.59,0.42,0.3,0.64,0.33,0.59,0.39,0.59,0.23,0.17
GROUP165,noname160598,1,3,1,0.09,1,83,KON,1,1,0.48,0.5,0.55,0.67,0.7,0.75,0.64,0.7,0.1,0.4
GROUP165,noname160600,1,3,1,0.09,1,91,EST,1,1,0.45,0.63,0.53,0.67,0.64,0.59,0.58,0.62,0.23,0.2
GROUP165,noname160601,1,3,1,0.09,,70,BIO,,1,,0.67,0.7,0.93,0.78,0.5,0.61,0.5,0.5,0.6
GROUP166,noname160628,1,3,0,0.09,0.64,96,BIO,0.6,1,0.66,0.84,0.73,0.94,0.75,0.8,0.59,0.59,0.1,0.43
GROUP166,noname160629,1,3,1,0.18,0.73,86,KON,0.67,1,0.45,0.75,0.9,0.8,0.92,0.67,0.34,0.25,0.48,0.8
GROUP166,noname160630,1,3,1,0.09,0.55,51,-OTHER-,0.51,1,0.64,0.46,0.4,0.64,0.5,0.46,0.45,0.7,-0.23,0.3
GROUP166,noname160631,1,3,0,0.09,0.45,78,EST,0.4,1,0.61,0.5,0.55,0.67,0.75,0.75,0.67,0.7,0.1,0.2
GROUP166,noname160632,1,3,0,0.09,0.73,78,BIO,0.7,1,0.57,0.54,0.45,0.7,0.59,0.5,0.72,0.75,0.28,0.5
GROUP166,noname160633,1,3,1,0.09,0.73,80,AUT,0.7,1,0.57,0.75,0.63,1,0.89,0.63,1,1,-0.2,0.3
GROUP166,noname160635,1,3,1,0.09,0.82,92,AUT,0.8,1,0.68,0.54,0.63,0.6,0.64,0.54,0.7,0.59,-0.33,-0.14
GROUP166,noname160638,1,3,1,0.09,1,86,BIO,1,1,0.48,0.71,0.48,0.97,0.81,0.42,0.39,0.33,1,1
GROUP166,noname160640,1,3,1,0.09,0.91,88,AUT,0.9,1,0.64,0.5,0.3,0.4,0.45,0.42,0.48,0.5,-0.1,0.11
GROUP166,noname160642,1,3,0,0.09,0.64,97,-OTHER-,0.6,1,0.61,0.54,0.55,0.64,0.61,0.42,0.64,0.59,0.03,0.2
GROUP166,noname160644,1,3,1,0,0.64,92,-OTHER-,0.64,1,0.52,0.75,0.65,0.93,0.95,0.88,0.92,0.95,0.28,0.4
GROUP166,noname160649,1,3,1,0.18,0.55,87,-OTHER-,0.45,1,0.55,0.29,0.45,0.64,0.47,0.38,0.59,0.42,0,0.14
GROUP166,noname160650,1,3,0,0.18,0.73,92,BIO,0.67,1,0.68,0.42,0.63,0.83,0.78,0.63,0.95,1,0.28,0.57
GROUP166,noname160651,1,3,1,0.09,0.45,57,-OTHER-,0.4,1,0.5,0.54,0.65,0.67,0.45,0.67,0.5,0.53,-0.08,0
GROUP166,noname160652,1,3,1,0.09,0.64,86,EST,0.6,1,0.68,0.58,0.68,0.6,0.73,0.54,0.7,0.64,0.1,0.44
GROUP166,noname160653,1,3,1,0.09,0.55,77,EST,0.51,1,0.59,0.38,0.43,0.6,0.31,0.5,0.62,0.53,0.15,0.24
GROUP166,noname160654,1,3,1,0.09,0.73,92,BIO,0.7,1,0.64,0.58,0.58,0.97,0.97,0.92,0.42,0.42,0,0.63
GROUP166,noname160658,1,3,0,0.09,0.82,66,BIO,0.8,1,0.5,0.67,0.8,0.74,0.7,0.71,0.62,0.59,0.03,0.47
GROUP166,noname160661,1,3,0,0.09,0.73,89,BIO,0.7,1,0.5,0.63,0.55,0.64,0.7,0.5,0.5,0.59,0.18,0.14
GROUP166,noname160662,1,3,1,0.18,,26,EST,,1,,0.67,0.65,0.8,0.83,0.58,0.5,0.61,0.45,0.67
GROUP166,noname160665,1,3,1,0.09,,77,EST,,1,,0.58,0.25,0.67,0.61,0,0,0,0.55,0.87
GROUP166,noname160674,1,3,0,0.09,0.27,61,BIO,0.2,1,0.5,0.42,0.25,0.54,0.67,0.67,0.67,0.64,0.3,0.5
GROUP166,noname160675,1,3,1,0.09,0.27,4,-OTHER-,0.2,1,0.48,0.25,0.4,0.53,0.47,0.59,0.53,0.5,0.08,0.04
GROUP166,noname160676,1,3,1,0.18,,90,AUT,,1,,0.67,0.45,1,1,1,0.78,0.72,0.2,0.53
GROUP166,noname160679,1,3,1,0.09,0.55,64,ENE,0.51,1,0.61,0.5,0.4,0.64,0.78,0.75,0.67,0.75,-0.13,0.27
GROUP166,noname160684,1,3,1,0.18,1,94,EST,1,1,0.66,0.63,0.68,0.77,0.92,0.96,0.62,0.67,-0.03,0.17
GROUP166,noname160685,1,3,1,0,0.45,88,KEM,0.45,1,0.61,0.63,0.78,0.8,0.75,0.38,0.53,0.47,0.6,0.97
GROUP166,noname160687,1,3,1,0,0.55,97,MTE,0.55,1,0.82,0.63,0.7,0.77,0.81,0.83,0.83,0.86,0.25,0.44
GROUP166,noname160691,1,3,1,0,0.64,83,KEM,0.64,1,0.48,0.59,0.7,0.77,0.61,0.58,0.92,0.86,0.63,0.94
GROUP166,noname160693,1,3,1,0,,30,AUT,,1,,0.67,0.7,0.87,0.94,0.42,1,1,-0.05,0.93
GROUP166,noname160695,0,3,0,0,,-1,-OTHER-,,1,0.52,0.54,0.35,0.6,0.75,0.5,0.47,0.67,0.2,0.43
GROUP166,noname160697,1,3,0,0.09,0.36,27,ENE,0.3,1,0.61,0.46,0.5,0.54,0.62,0.63,0.59,0.67,0.65,0.47
GROUP166,noname160699,1,3,1,0.09,0.45,79,ENE,0.4,1,0.5,0.17,0.5,0.37,0.5,0.5,0.5,0.5,0.13,0.27
GROUP166,noname160703,1,3,1,0.18,,60,ENE,,1,,0.58,0.5,0.73,0.89,0.83,0.78,1,0.3,0.46
GROUP166,noname160704,1,3,1,0.09,0.55,91,ENE,0.51,1,0.64,0.58,0.45,0.74,0.7,0.75,0.73,0.45,0.55,0.57
GROUP166,noname160705,1,3,0,0.09,0.91,92,ENE,0.9,1,0.66,0.63,0.58,0.6,0.67,0.75,0.5,0.47,0.6,0.6
GROUP166,noname160706,1,3,0,0.09,1,93,EST,1,1,0.66,0.58,0.43,0.67,0.56,0.67,0.58,0.67,0.33,0.6
GROUP166,noname160707,1,3,1,0.18,1,92,-OTHER-,1,1,0.34,0.58,0.38,0.67,0.78,0.83,0.5,0.58,0.75,0.73
GROUP166,noname160708,1,3,0,0.18,,92,BIO,,1,,0.58,0.5,0.93,0.72,0.67,0.56,0.72,0,0.47
GROUP166,noname160709,1,3,1,0.18,0.55,90,ENE,0.45,1,0.5,0.88,0.8,0.87,0.81,0.67,0.73,0.36,0.73,0.93
GROUP166,noname160711,0,3,1,0.09,,-1,-OTHER-,,1,,0.42,0.45,0.73,0.67,0.5,0.44,0.44,0.4,0.8
GROUP166,noname160713,1,3,1,0.18,0.64,92,-OTHER-,0.56,1,0.64,0.42,0.48,0.6,0.64,0.63,0.75,0.75,-0.28,0.37
GROUP166,noname160714,1,3,1,0,0,85,KTA,0,1,0.55,0.59,0.43,0.57,0.5,0.55,0.56,0.53,-0.03,0
GROUP166,noname160715,0,3,1,0.09,,-1,HSE,,1,,0.25,0.65,0.53,0.67,0.92,0.67,0.83,0.45,0.53
GROUP166,noname160719,1,3,0,0,0.45,85,ENE,0.45,1,0.52,0.38,0.55,0.54,0.5,0.67,0.56,0.67,0.25,0.37
GROUP166,noname160721,1,3,0,0,0.45,82,-OTHER-,0.45,1,0.3,0.67,0.68,0.74,0.83,0.83,0.36,0.34,0.6,0.9
GROUP166,noname160722,1,3,1,0,0.27,26,KON,0.27,1,0.57,0.42,0.38,0.57,0.56,0.46,0.53,0.56,-0.08,0.07
GROUP166,noname160726,1,3,1,0,0.64,90,KON,0.64,1,0.64,0.46,0.3,0.44,0.75,0.96,0.83,0.83,0.3,0.54
GROUP166,noname160727,1,3,0,0,0.73,71,-OTHER-,0.73,1,0.61,0.63,0.53,0.64,0.75,0.54,0.75,0.75,0.25,0.57
GROUP166,noname160732,1,3,1,0,0.82,59,KON,0.82,1,0.64,0.42,0.2,0.64,0.39,0.34,0.22,0.31,0.7,0.37
GROUP161,noname160006,1,1,1,0.36,0.18,90,-OTHER-,0,2,0.66,0.84,0.88,0.97,0.78,0.83,0.67,0.67,0.38,0.5
GROUP161,noname160008,1,1,1,1,0.91,92,TIK,,2,0.55,0.79,0.88,1,0.81,0.88,0.83,0.75,0.4,0.6
GROUP161,noname160009,1,1,1,0.73,0.64,84,KON,0,2,0.57,0.5,0.53,0.7,0.59,0.46,0.67,0.67,0.73,0.77
GROUP161,noname160010,1,1,1,0.45,0.91,85,GMA,0.84,2,0.61,0.5,0.58,0.64,0.7,0.75,0.45,0.48,0.33,0.6
GROUP161,noname160012,,1,,0.45,,,,,2,,,,,,,,,,
GROUP161,noname160016,0,1,1,1,,-1,EST,,2,,0.42,0.6,0.67,0.83,0.17,0.39,0.39,-0.25,0.2
GROUP161,noname160019,1,1,1,0.27,,74,AUT,,2,,0.58,0.25,0.87,0.61,0.67,0.61,0.72,0.2,0.73
GROUP161,noname160021,1,1,1,0.64,0.73,90,-OTHER-,0.25,2,0.7,0.8,0.95,1,0.73,0.67,0.67,0.67,0.2,0.4
GROUP161,noname160031,1,1,1,0.45,,70,AUT,,2,,0.92,0.05,0.87,0.83,0.83,0.83,0.83,0.6,0.6
GROUP161,noname160034,0,1,,0.73,,-1,ENE,,2,,,,,,,,,,
GROUP161,noname160035,1,1,0,0.27,0.36,74,BIO,0.12,2,0.7,0.54,0.53,0.77,0.64,0.67,0.67,0.7,0.18,0.4
GROUP161,noname160036,1,1,1,0.82,,87,TIK,,2,,0.92,1,1,0.5,0.5,0.67,0.83,-0.05,0.87
GROUP161,noname160042,0,1,1,1,,-1,ENE,,2,,0.58,0.75,0.73,0.83,0.83,0.83,0.83,-0.45,-0.13
GROUP161,noname160047,1,1,1,0.36,,73,KON,,2,,0.75,0.35,0.67,0.89,0.83,0.89,1,0.15,0.87
GROUP161,noname160048,1,1,1,0.45,0.91,86,-OTHER-,0.84,2,0.7,0.54,0.73,0.74,0.56,0.42,0.75,0.75,0.58,0.64
GROUP161,noname160049,1,1,1,0.36,0.91,91,AVOIN,0.86,2,0.57,0.46,0.43,0.9,0.64,0.75,0.7,0.75,0.18,0.53
GROUP161,noname160050,1,1,1,0.27,0.64,64,EST,0.51,2,0.36,0.58,0.78,0.83,0.83,0.92,0.7,0.58,0.6,0.8
GROUP161,noname160052,1,1,1,0.36,0.36,88,-OTHER-,0,2,0.5,0.92,1,1,0.73,0.58,0.73,0.73,0.13,0.41
GROUP161,noname160053,1,1,1,0.55,0.91,96,EST,0.8,2,0.45,0.58,0.78,0.97,0.81,0.67,0.31,0.34,0,0.64
GROUP161,noname160055,0,1,1,0.91,0.91,-1,-OTHER-,0,2,0.91,0.42,0.35,0.67,0.5,0.42,0.36,0.53,0.25,0.2
GROUP161,noname160058,0,1,1,0.55,,-1,TIK,,2,,0.92,0.8,1,0.94,0.83,0.78,0.83,0.1,0.86
GROUP161,noname160059,1,1,1,0.64,1,77,KON,1,2,0.43,0.42,0.53,0.6,0.58,0.42,0.5,0.58,0.23,0.37
GROUP161,noname160060,1,1,1,0.64,0.91,84,-OTHER-,0.75,2,0.55,0.34,0.73,0.64,0.39,0.46,0.11,0.09,0.83,0.97
GROUP161,noname160062,1,1,1,0.73,0.73,62,KON,0,2,0.52,0.5,0.6,0.54,0.59,0.54,0.53,0.47,-0.03,0
GROUP161,noname160071,0,1,1,0.36,,-1,TUO,,2,,0.58,0.65,0.73,0.56,0.42,0.33,0.56,-0.15,0
GROUP161,noname160074,1,1,0,0.27,0.73,83,EST,0.63,2,0.5,0.71,0.55,0.9,0.7,0.13,0.39,0.23,0.35,0.74
GROUP161,noname160077,1,1,1,0.82,1,93,BIO,1,2,0.59,0.92,0.88,0.93,0.75,0.5,0.62,0.56,0.25,0.44
GROUP161,noname160079,1,1,1,0.36,0.82,92,-OTHER-,0.72,2,0.98,0.25,0.25,0.9,0.53,0.25,0.17,0.14,0.58,0.1
GROUP161,noname160080,1,1,0,0.27,,25,ENE,,2,,0.5,0.35,0.67,0.78,0.5,0.56,0.72,0.35,0.6
GROUP161,noname160088,1,1,1,0.36,0.64,90,KON,0.44,2,0.68,0.5,0.53,0.63,0.78,0.67,0.84,0.84,-0.15,0.5
GROUP161,noname160099,1,1,1,0.36,,82,INF,,2,,0.67,0.85,0.93,1,0.5,0.67,0.44,0.1,0.8
GROUP161,noname160103,1,1,1,0.36,0.55,47,ENE,0.3,2,0.59,0.3,0.5,0.5,0.28,0.33,0.25,0.56,-0.18,0.37
GROUP161,noname160106,1,1,1,0.27,0.82,93,ENE,0.75,2,0.7,0.67,0.6,0.7,0.78,0.88,0.67,0.62,0.68,0.6
GROUP161,noname160114,1,1,1,0.91,1,95,TFM,1,2,0.66,0.83,0.95,0.9,0.84,0.71,0.56,0.53,0.53,0.77
GROUP161,noname160116,1,1,,0.55,0.91,88,KEM,0.8,2,0.59,0.67,0.9,0.93,0.67,0.67,0.11,0,1,1
GROUP162,noname160126,,1,,1,,,,,2,0.5,1,1,1,1,1,1,1,0,0
GROUP162,noname160129,1,1,1,0.82,0.91,95,EST,0.5,2,0.59,0.83,0.85,0.8,0.78,0.59,0.42,0.47,0.4,0.64
GROUP162,noname160130,1,1,,0.91,1,95,EST,1,2,0.57,1,0.95,1,0.89,0,0.5,0.06,0.3,0.86
GROUP162,noname160137,1,1,1,0.27,0.73,90,EST,0.63,2,0.73,0.88,0.63,0.9,0.81,0.5,0.67,0.48,0.9,0.97
GROUP162,noname160138,1,1,1,0.27,0.73,94,ENE,0.63,2,0.43,0.75,0.65,0.7,0.59,0.59,0.33,0.42,0.13,0.27
GROUP162,noname160141,1,1,1,0.36,0.36,100,BIO,0,2,0.7,0.54,0.83,0.77,1,0.63,0.92,0.25,0.88,1
GROUP162,noname160144,1,1,1,0.36,0.91,94,AUT,0.86,2,0.45,0.67,0.48,0.7,0.86,0.75,0.23,0.39,0.3,0.31
GROUP162,noname160145,1,1,1,0.27,0.91,90,KEM,0.88,2,0.43,0.8,0.68,0.67,0.72,0.42,0.17,0.2,0.25,0.44
GROUP162,noname160148,0,1,1,0.45,,-1,KON,,2,,0.58,0.75,0.87,0.83,0.75,0.78,0.44,0.35,0.67
GROUP162,noname160150,1,1,1,0.36,0.82,91,BIO,0.72,2,0.59,0.46,0.7,0.77,0.84,0.67,0.7,0.7,0.08,0.57
GROUP162,noname160151,0,1,1,0.36,,-1,AVOIN,,2,,0.67,0.3,0.93,0.67,1,0.22,0.06,0,-0.07
GROUP162,noname160153,1,1,1,0.27,0.73,83,ENE,0.63,2,0.57,0.67,0.73,0.83,0.84,0.67,0.5,0.5,0.4,0.97
GROUP162,noname160156,1,1,1,0.45,0.82,90,EST,0.67,2,0.59,0.46,0.75,0.8,0.75,0.17,0.75,0.83,0.53,0.83
GROUP162,noname160157,1,1,0,0.27,0.64,100,-OTHER-,0.51,2,0.75,0.75,0.63,0.7,0.78,0.59,0.67,0.67,0.25,0.31
GROUP162,noname160158,0,1,1,0.36,,-1,-OTHER-,,2,,0.42,1,0.73,0.89,0.83,1,1,1,0.93
GROUP162,noname160160,1,1,1,0.64,0.73,91,EST,0.25,2,0.32,0.67,0.93,0.77,0.92,1,0.73,0.53,-0.05,0.43
GROUP162,noname160165,1,1,1,0.91,0.18,90,TIK,0,2,0.55,0.71,0.9,0.97,0.62,0.63,0.75,0.78,0.25,0.6
GROUP162,noname160166,1,1,1,0.27,,83,AUT,,2,,0.75,0.6,1,0.67,0.75,0.33,0.44,1,1
GROUP162,noname160167,1,1,1,0.45,0.91,79,ENE,0.84,2,0.52,0.63,0.4,0.5,0.56,0.67,0.45,0.39,0.05,0.5
GROUP162,noname160168,1,1,1,0.27,0.82,81,ENE,0.75,2,0.39,0.5,0.65,0.6,0.59,0.38,0.64,0.56,-0.05,0.87
GROUP162,noname160178,1,1,1,0.36,0.82,92,KEM,0.72,2,0.57,0.63,0.68,0.67,0.7,0.75,0.7,0.67,0.1,0.63
GROUP162,noname160184,1,1,1,1,0.91,79,-OTHER-,,2,0,0.88,0.75,0.7,0.89,0.54,0.06,0.11,0.33,0.5
GROUP162,noname160185,1,1,1,0.36,,88,EST,,2,,0.83,0.85,0.8,0.83,0.75,0.67,0.72,0.1,0.53
GROUP162,noname160186,1,1,1,0.36,1,89,KON,1,2,0.77,0.63,0.78,0.97,0.78,0.79,0.92,0.95,0.43,0.67
GROUP162,noname160191,1,1,1,0.27,1,95,HSE,1,2,0.5,0.79,0.83,0.97,1,1,0,0,0.2,0.84
GROUP162,noname160193,1,1,1,0.36,0.91,91,KON,0.86,2,0.68,0.79,0.73,0.94,0.83,0.54,0.61,0.61,0.1,0.34
GROUP162,noname160194,1,1,1,0.73,0.64,90,-OTHER-,0,2,0.73,0.71,0.6,0.87,0.42,0.42,0.95,0.92,0.45,0.64
GROUP162,noname160206,0,1,1,0.27,,-1,-OTHER-,,2,,0.5,0.25,0.6,0.5,0.33,0.39,0.5,0.15,0.2
GROUP162,noname160211,1,1,1,0.27,,96,EST,,2,,0.75,0.55,0.6,0.61,0.25,0.5,0.39,0.3,0.6
GROUP162,noname160213,1,1,1,0.45,0.73,85,EST,0.51,2,0.59,0.59,0.78,0.93,0.7,0.33,0.42,0.45,0.3,0.47
GROUP162,noname160217,1,1,1,0.27,0.45,90,-OTHER-,0.25,2,0.59,0.59,0.53,0.6,0.64,0.34,0.59,0.47,0.3,0.57
GROUP162,noname160224,1,1,1,0.36,1,87,TUO,1,2,0.66,0.5,0.43,0.53,0.64,0.5,0.7,0.59,0.15,0.43
GROUP162,noname160226,0,1,1,0.73,,-1,EST,,2,,0.75,0.6,0.73,1,1,0.61,0.72,-0.2,0.53
GROUP162,noname160228,1,1,1,0.27,0.82,91,EST,0.75,2,0.66,0.63,0.6,0.97,0.7,0.79,0.72,0.84,0.33,0.4
GROUP162,noname160230,1,1,1,0.27,0.82,71,-OTHER-,0.75,2,0.59,0.33,0.48,0.63,0.61,0.42,0.64,0.7,0.23,0.34
GROUP162,noname160236,1,1,1,0.36,1,91,EST,1,2,0.43,0.71,0.63,0.93,0.72,0.46,0.59,0.47,0.35,0.57
GROUP162,noname160238,0,1,1,0.36,,-1,GMA,,2,,0.67,0.55,0.73,0.83,0.67,0.89,0.22,0.7,0.87
GROUP162,noname160239,0,1,0,0.55,,-1,-OTHER-,,2,,0.67,0.7,0.87,0.39,0.5,0.11,0.17,0.4,0.27
GROUP163,noname160253,1,2,1,0.27,0.45,89,KON,0.25,2,0.48,0.46,0.58,0.74,0.44,0.59,0.5,0.56,0.05,0.2
GROUP163,noname160257,1,2,1,0.27,0.82,94,KON,0.75,2,0.59,0.67,0.78,0.94,0.89,0.84,0.67,0.53,0.58,0.64
GROUP163,noname160258,1,2,0,0.45,0.82,95,-OTHER-,0.67,2,0.5,0.75,0.65,0.6,0.7,0.67,1,0.92,-0.08,0.9
GROUP163,noname160262,1,2,1,0.36,0.73,96,INF,0.58,2,0.66,0.75,0.68,0.73,0.64,0.59,0.23,0.81,0.53,0.51
GROUP163,noname160265,,2,0,0.91,,,,,2,,0.83,0.85,0.93,0.78,0.75,0.67,0.72,0.45,0.54
GROUP163,noname160275,1,2,1,0.45,0.91,88,AUT,0.84,2,0.75,0.88,0.63,0.9,0.75,0.59,0.42,0.36,0.48,0.56
GROUP163,noname160276,1,2,1,0.45,0.91,49,KON,0.84,2,0.59,0.63,0.28,0.7,0.64,0.29,0.45,0.34,0.4,0.5
GROUP163,noname160285,1,2,0,0.36,0.73,93,BIO,0.58,2,0.52,0.67,0.33,0.67,0.75,0.67,0.45,0.39,0.48,0.57
GROUP163,noname160289,1,2,1,0.36,0.45,34,KEM,0.14,2,0.57,0.63,0.63,0.87,0.64,0.71,0.64,0.64,0.03,0.1
GROUP163,noname160290,0,2,0,0.27,,-1,KEM,,2,,0.67,0.6,0.67,0.5,0.83,0.17,0.11,0.35,0.6
GROUP163,noname160293,1,2,1,0.27,0.73,85,ENE,0.63,2,0.66,0.54,0.68,0.7,0.73,0.34,0.67,0.53,0.55,0.6
GROUP163,noname160297,1,2,1,0.27,0.27,72,-OTHER-,0,2,0.64,0.58,0.6,0.7,0.64,0.71,0.67,0.67,0.68,0.74
GROUP163,noname160309,1,2,1,0.36,,92,-OTHER-,,2,,0.67,0.55,0.8,0.72,0.67,0.83,0.83,0,0.6
GROUP163,noname160315,1,2,1,0.73,0.45,77,KON,0,2,0.75,0.54,0.65,0.6,0.59,0.46,0.59,0.56,-1,0.8
GROUP163,noname160317,1,2,1,0.27,0,59,KON,0,2,0.5,0.09,0.5,0.47,0.5,0.5,0.5,0.5,0.05,-0.03
GROUP163,noname160323,1,2,1,0.91,0.27,84,EST,0,2,,0.42,0.5,0.6,0.5,0.58,0.5,0.61,0.2,0.2
GROUP163,noname160325,1,2,1,0.64,0.91,90,KON,0.75,2,0.55,0.34,0.7,0.57,0.73,0.67,0.64,0.67,-0.05,0.17
GROUP163,noname160333,0,2,1,0.27,,-1,-OTHER-,,2,,0.58,0.75,0.73,0.72,0.83,0.67,0.83,-0.05,0
GROUP163,noname160337,1,2,1,0.36,0.18,73,-OTHER-,0,2,0.61,0.54,0.68,0.7,0.53,0.67,0.28,0.23,0.38,0.4
GROUP163,noname160343,0,2,1,0.45,,-1,TUO,,2,,0.67,0.9,0.67,0.5,0.5,0.56,0.44,0.1,-0.06
GROUP163,noname160347,1,2,1,0.73,,82,-OTHER-,,2,,0.75,0.75,0.93,1,0.92,0.83,0.89,0.25,0
GROUP163,noname160349,1,2,1,0.73,0,85,KON,0,2,,1,0.9,0.93,0.89,0.42,0.78,0.94,0.25,0.87
GROUP163,noname160363,0,2,1,0.27,,-1,-OTHER-,,2,,0.5,0.45,0.6,0.72,0.5,0.28,0.72,-0.4,-0.13
GROUP163,noname160364,0,2,1,0.45,,-1,EST,,2,,0.58,0.6,0.6,0.72,0.5,0.28,0.33,0,0.46
